"sales_review","positive","negative","net_tone","Buyer","Seller","Date","rating","price_USD","review_text","meta_category"
2179,3,0,3,"gambitgareth","kingofcannabis","9/23/2017",5,68,"arrived quicky breakthrough dose at  0.04 and above which is usual for decent dimitri","DMT"
2180,6,0,6,"casper78","kingofcannabis","6/2/2017",-5,58,"Mega Nice ;) Super kvality","DMT"
2181,3,0,3,"misstrippy","kingofcannabis","1/22/2018",5,18,"Fast delivery in EU and great stealth","DMT"
2182,2,0,2,"g7mncv789","kingofcannabis","9/3/2017",5,106,"Thank you very much friend!","DMT"
2183,1,0,1,"jeanpouquette","kingofcannabis","11/16/2017",5,51,"Cool the armenian paper ;) Will order back soon! Wainting for the weed to arrive...See ya!","DMT"
2184,3,0,3,"Generalenlee","kingofcannabis","9/12/2017",5,84,"Great vendor have been buying from him alot","Weed"
2185,5,0,5,"ChikaKure","kingofcannabis","8/7/2017",5,220,"perfect as usual, thanks my friend!","Weed"
2186,2,0,2,"undergroundant","kingofcannabis","10/31/2017",5,79,"We got our order. Thank you.","Weed"
2187,3,0,3,"glygly","kingofcannabis","5/11/2017",5,214,"very good and very fast ","Weed"
2188,3,0,3,"erix72","kingofcannabis","5/29/2017",5,207,"Lovely smell, will come back for more!","Weed"
2189,2,0,2,"stupeflip","kingofcannabis","10/17/2017",5,191,"Fast Shipping, Trusted Vendor! Will be back for more!","Weed"
2190,11,0,11,"GALIK5498","kingofcannabis","5/3/2017",5,248,"Love, respect & awesome weed from this vendor. Very good communication & professionnal. You can trust him definitly !","Weed"
2191,11,0,11,"GALIK5498","kingofcannabis","5/3/2017",5,259,"Love, respect & awesome weed from this vendor. Very good communication & professionnal. You can trust him definitly !","Weed"
